PERMNO,date,TICKER,RET,vwretd
41355,11/30/2021,PH,0.021916,-0.01835
41355,12/31/2021,PH,0.053168,0.033341
41355,1/31/2022,PH,-0.025493,-0.059822
41355,2/28/2022,PH,-0.040612,-0.021838
41355,3/31/2022,PH,-0.042613,0.030506
41355,4/29/2022,PH,-0.045602,-0.089387
41355,5/31/2022,PH,0.009896,-0.002108
41355,6/30/2022,PH,-0.095969,-0.084
41355,7/29/2022,PH,0.174924,0.090352
41355,8/31/2022,PH,-0.07873,-0.03624
41355,9/30/2022,PH,-0.085623,-0.091324
41355,10/31/2022,PH,0.199373,0.077403
41355,11/30/2022,PH,0.033205,0.052365
41355,12/30/2022,PH,-0.026561,-0.057116
46578,1/31/2018,CLX,-0.041751,0.050638
46578,2/28/2018,CLX,-0.088997,-0.039481
46578,3/29/2018,CLX,0.031221,-0.018445
46578,4/30/2018,CLX,-0.112313,0.004692
46578,5/31/2018,CLX,0.030973,0.026164
46578,6/29/2018,CLX,0.119341,0.005365
46578,7/31/2018,CLX,0.006506,0.031604
46578,8/31/2018,CLX,0.072575,0.030233
46578,9/28/2018,CLX,0.037453,0.000425
46578,10/31/2018,CLX,-0.006649,-0.074045
46578,11/30/2018,CLX,0.115662,0.018512
46578,12/31/2018,CLX,-0.069315,-0.08989
46578,1/31/2019,CLX,-0.03114,0.088294
46578,2/28/2019,CLX,0.065036,0.032724
46578,3/29/2019,CLX,0.015377,0.012962
46578,4/30/2019,CLX,0.001433,0.037893
46578,5/31/2019,CLX,-0.068365,-0.061679
46578,6/28/2019,CLX,0.028896,0.067279
46578,7/31/2019,CLX,0.068905,0.011854
46578,8/30/2019,CLX,-0.027306,-0.020339
46578,9/30/2019,CLX,-0.03977,0.016033
46578,10/31/2019,CLX,-0.020544,0.019257
46578,11/29/2019,CLX,0.003656,0.034999
46578,12/31/2019,CLX,0.035823,0.028489
46578,1/31/2020,CLX,0.031458,-0.001728
46578,2/28/2020,CLX,0.013413,-0.077918
46578,3/31/2020,CLX,0.086752,-0.141733
46578,4/30/2020,CLX,0.082251,0.129674
46578,5/29/2020,CLX,0.106254,0.053739
46578,6/30/2020,CLX,0.063612,0.025299
46578,7/31/2020,CLX,0.083193,0.055531
46578,8/31/2020,CLX,-0.055008,0.068442
46578,9/30/2020,CLX,-0.059642,-0.035056
46578,10/30/2020,CLX,-0.013894,-0.020178
46578,11/30/2020,CLX,-0.015344,0.123707
46578,12/31/2020,CLX,-0.005124,0.045048
46578,1/29/2021,CLX,0.042839,-0.000631
46578,2/26/2021,CLX,-0.135634,0.029196
46578,3/31/2021,CLX,0.065341,0.030573
46578,4/30/2021,CLX,-0.048061,0.04819
46578,5/28/2021,CLX,-0.031616,0.007092
46578,6/30/2021,CLX,0.017994,0.023422
46578,7/30/2021,CLX,0.011895,0.011828
46578,8/31/2021,CLX,-0.070982,0.027146
46578,9/30/2021,CLX,-0.01452,-0.042243
46578,10/29/2021,CLX,-0.008695,0.064651
46578,11/30/2021,CLX,-0.000981,-0.01835
46578,12/31/2021,CLX,0.070679,0.033341
46578,1/31/2022,CLX,-0.030626,-0.059822
46578,2/28/2022,CLX,-0.131479,-0.021838
46578,3/31/2022,CLX,-0.046368,0.030506
46578,4/29/2022,CLX,0.040279,-0.089387
46578,5/31/2022,CLX,0.013173,-0.002108
46578,6/30/2022,CLX,-0.030132,-0.084
46578,7/29/2022,CLX,0.01447,0.090352
46578,8/31/2022,CLX,0.017625,-0.03624
46578,9/30/2022,CLX,-0.110503,-0.091324
46578,10/31/2022,CLX,0.146662,0.077403
46578,11/30/2022,CLX,0.017872,0.052365
46578,12/30/2022,CLX,-0.05597,-0.057116
47896,1/31/2018,JPM,0.086871,0.050638
47896,2/28/2018,JPM,-0.00147,-0.039481
47896,3/29/2018,JPM,-0.047879,-0.018445
47896,4/30/2018,JPM,-0.005729,0.004692
47896,5/31/2018,JPM,-0.016271,0.026164
47896,6/29/2018,JPM,-0.026259,0.005365
47896,7/31/2018,JPM,0.108541,0.031604
47896,8/31/2018,JPM,-0.003219,0.030233
47896,9/28/2018,JPM,-0.015186,0.000425
47896,10/31/2018,JPM,-0.026764,-0.074045
47896,11/30/2018,JPM,0.019905,0.018512
47896,12/31/2018,JPM,-0.122043,-0.08989
47896,1/31/2019,JPM,0.068429,0.088294
47896,2/28/2019,JPM,0.008309,0.032724
47896,3/29/2019,JPM,-0.029992,0.012962
47896,4/30/2019,JPM,0.154302,0.037893
47896,5/31/2019,JPM,-0.086945,-0.061679
47896,6/28/2019,JPM,0.055115,0.067279
47896,7/31/2019,JPM,0.044723,0.011854
47896,8/30/2019,JPM,-0.052931,-0.020339
47896,9/30/2019,JPM,0.071273,0.016033
47896,10/31/2019,JPM,0.06908,0.019257
47896,11/29/2019,JPM,0.054755,0.034999
47896,12/31/2019,JPM,0.057984,0.028489
47896,1/31/2020,JPM,-0.044046,-0.001728
47896,2/28/2020,JPM,-0.122771,-0.077918
47896,3/31/2020,JPM,-0.224615,-0.141733
47896,4/30/2020,JPM,0.073642,0.129674
47896,5/29/2020,JPM,0.016186,0.053739
47896,6/30/2020,JPM,-0.033398,0.025299
47896,7/31/2020,JPM,0.036998,0.055531
47896,8/31/2020,JPM,0.036734,0.068442
47896,9/30/2020,JPM,-0.039126,-0.035056
47896,10/30/2020,JPM,0.027735,-0.020178
47896,11/30/2020,JPM,0.202366,0.123707
47896,12/31/2020,JPM,0.077961,0.045048
47896,1/29/2021,JPM,0.019674,-0.000631
47896,2/26/2021,JPM,0.143779,0.029196
47896,3/31/2021,JPM,0.034382,0.030573
47896,4/30/2021,JPM,0.016291,0.04819
47896,5/28/2021,JPM,0.067811,0.007092
47896,6/30/2021,JPM,-0.052971,0.023422
47896,7/30/2021,JPM,-0.018388,0.011828
47896,8/31/2021,JPM,0.053828,0.027146
47896,9/30/2021,JPM,0.023382,-0.042243
47896,10/29/2021,JPM,0.043986,0.064651
47896,11/30/2021,JPM,-0.065101,-0.01835
47896,12/31/2021,JPM,-0.003022,0.033341
47896,1/31/2022,JPM,-0.055257,-0.059822
47896,2/28/2022,JPM,-0.04576,-0.021838
47896,3/31/2022,JPM,-0.038646,0.030506
47896,4/29/2022,JPM,-0.117078,-0.089387
47896,5/31/2022,JPM,0.107825,-0.002108
47896,6/30/2022,JPM,-0.148378,-0.084
47896,7/29/2022,JPM,0.033301,0.090352
47896,8/31/2022,JPM,-0.01413,-0.03624
47896,9/30/2022,JPM,-0.081157,-0.091324
47896,10/31/2022,JPM,0.214163,0.077403
47896,11/30/2022,JPM,0.097712,0.052365
47896,12/30/2022,JPM,-0.029527,-0.057116
48506,1/31/2018,MCO,0.096064,0.050638
48506,2/28/2018,MCO,0.03418,-0.039481
48506,3/29/2018,MCO,-0.033437,-0.018445
48506,4/30/2018,MCO,0.00558,0.004692
48506,5/31/2018,MCO,0.054316,0.026164
48506,6/29/2018,MCO,-0.000059,0.005365
48506,7/31/2018,MCO,0.003283,0.031604
48506,8/31/2018,MCO,0.042894,0.030233
48506,9/28/2018,MCO,-0.06078,0.000425
48506,10/31/2018,MCO,-0.129904,-0.074045
48506,11/30/2018,MCO,0.096439,0.018512
48506,12/31/2018,MCO,-0.119633,-0.08989
48506,1/31/2019,MCO,0.131891,0.088294
48506,2/28/2019,MCO,0.095325,0.032724
48506,3/29/2019,MCO,0.046037,0.012962
48506,4/30/2019,MCO,0.085758,0.037893
48506,5/31/2019,MCO,-0.067338,-0.061679
48506,6/28/2019,MCO,0.067968,0.067279
48506,7/31/2019,MCO,0.097435,0.011854
48506,8/30/2019,MCO,0.008118,-0.020339
48506,9/30/2019,MCO,-0.049865,0.016033
48506,10/31/2019,MCO,0.07743,0.019257
48506,11/29/2019,MCO,0.029362,0.034999
48506,12/31/2019,MCO,0.047382,0.028489
48506,1/31/2020,MCO,0.081631,-0.001728
48506,2/28/2020,MCO,-0.063087,-0.077918
48506,3/31/2020,MCO,-0.11886,-0.141733
48506,4/30/2020,MCO,0.153191,0.129674
48506,5/29/2020,MCO,0.098688,0.053739
48506,6/30/2020,MCO,0.027374,0.025299
48506,7/31/2020,MCO,0.023914,0.055531
48506,8/31/2020,MCO,0.049414,0.068442
48506,9/30/2020,MCO,-0.016257,-0.035056
48506,10/30/2020,MCO,-0.092979,-0.020178
48506,11/30/2020,MCO,0.076075,0.123707
48506,12/31/2020,MCO,0.02798,0.045048
48506,1/29/2021,MCO,-0.082621,-0.000631
48506,2/26/2021,MCO,0.03474,0.029196
48506,3/31/2021,MCO,0.086289,0.030573
48506,4/30/2021,MCO,0.094103,0.04819
48506,5/28/2021,MCO,0.028343,0.007092
48506,6/30/2021,MCO,0.080573,0.023422
48506,7/30/2021,MCO,0.037614,0.011828
48506,8/31/2021,MCO,0.014335,0.027146
48506,9/30/2021,MCO,-0.06739,-0.042243
48506,10/29/2021,MCO,0.138098,0.064651
48506,11/30/2021,MCO,-0.031894,-0.01835
48506,12/31/2021,MCO,-0.000154,0.033341
48506,1/31/2022,MCO,-0.121819,-0.059822
48506,2/28/2022,MCO,-0.059096,-0.021838
48506,3/31/2022,MCO,0.04776,0.030506
48506,4/29/2022,MCO,-0.062031,-0.089387
48506,5/31/2022,MCO,-0.0449,-0.002108
48506,6/30/2022,MCO,-0.098153,-0.084
48506,7/29/2022,MCO,0.140751,0.090352
48506,8/31/2022,MCO,-0.080677,-0.03624
48506,9/30/2022,MCO,-0.145543,-0.091324
48506,10/31/2022,MCO,0.089507,0.077403
48506,11/30/2022,MCO,0.128742,0.052365
48506,12/30/2022,MCO,-0.06588,-0.057116
52038,1/31/2018,SYY,0.041166,0.050638
52038,2/28/2018,SYY,-0.051217,-0.039481
52038,3/29/2018,SYY,0.005197,-0.018445
52038,4/30/2018,SYY,0.049033,0.004692
52038,5/31/2018,SYY,0.039814,0.026164
52038,6/29/2018,SYY,0.050131,0.005365
52038,7/31/2018,SYY,-0.010543,0.031604
52038,8/31/2018,SYY,0.113227,0.030233
52038,9/28/2018,SYY,-0.020984,0.000425
52038,10/31/2018,SYY,-0.021297,-0.074045
52038,11/30/2018,SYY,-0.055096,0.018512
52038,12/31/2018,SYY,-0.070326,-0.08989
52038,1/31/2019,SYY,0.025215,0.088294
52038,2/28/2019,SYY,0.057948,0.032724
52038,3/29/2019,SYY,-0.011695,0.012962
52038,4/30/2019,SYY,0.059916,0.037893
52038,5/31/2019,SYY,-0.022026,-0.061679
52038,6/28/2019,SYY,0.027608,0.067279
52038,7/31/2019,SYY,-0.024887,0.011854
52038,8/30/2019,SYY,0.084002,-0.020339
52038,9/30/2019,SYY,0.068209,0.016033
52038,10/31/2019,SYY,0.010831,0.019257
52038,11/29/2019,SYY,0.008514,0.034999
52038,12/31/2019,SYY,0.061949,0.028489
52038,1/31/2020,SYY,-0.034487,-0.001728
52038,2/28/2020,SYY,-0.18858,-0.077918
52038,3/31/2020,SYY,-0.315379,-0.141733
52038,4/30/2020,SYY,0.243042,0.129674
52038,5/29/2020,SYY,-0.019726,0.053739
52038,6/30/2020,SYY,-0.009065,0.025299
52038,7/31/2020,SYY,-0.024881,0.055531
52038,8/31/2020,SYY,0.137938,0.068442
52038,9/30/2020,SYY,0.034586,-0.035056
52038,10/30/2020,SYY,-0.103825,-0.020178
52038,11/30/2020,SYY,0.288917,0.123707
52038,12/31/2020,SYY,0.041661,0.045048
52038,1/29/2021,SYY,-0.030972,-0.000631
52038,2/26/2021,SYY,0.11355,0.029196
52038,3/31/2021,SYY,-0.005526,0.030573
52038,4/30/2021,SYY,0.076073,0.04819
52038,5/28/2021,SYY,-0.044022,0.007092
52038,6/30/2021,SYY,-0.040123,0.023422
52038,7/30/2021,SYY,-0.039614,0.011828
52038,8/31/2021,SYY,0.07345,0.027146
52038,9/30/2021,SYY,-0.008537,-0.042243
52038,10/29/2021,SYY,-0.020382,0.064651
52038,11/30/2021,SYY,-0.089207,-0.01835
52038,12/31/2021,SYY,0.121502,0.033341
52038,1/31/2022,SYY,0.000891,-0.059822
52038,2/28/2022,SYY,0.114523,-0.021838
52038,3/31/2022,SYY,-0.057176,0.030506
52038,4/29/2022,SYY,0.046908,-0.089387
52038,5/31/2022,SYY,-0.015208,-0.002108
52038,6/30/2022,SYY,0.012117,-0.084
52038,7/29/2022,SYY,0.002243,0.090352
52038,8/31/2022,SYY,-0.031567,-0.03624
52038,9/30/2022,SYY,-0.13999,-0.091324
52038,10/31/2022,SYY,0.231085,0.077403
52038,11/30/2022,SYY,-0.000578,0.052365
52038,12/30/2022,SYY,-0.116287,-0.057116
55976,1/31/2018,WMT,0.079494,0.050638
55976,2/28/2018,WMT,-0.155628,-0.039481
55976,3/29/2018,WMT,-0.005777,-0.018445
55976,4/30/2018,WMT,-0.005732,0.004692
55976,5/31/2018,WMT,-0.061045,0.026164
55976,6/29/2018,WMT,0.037679,0.005365
55976,7/31/2018,WMT,0.041798,0.031604
55976,8/31/2018,WMT,0.08013,0.030233
55976,9/28/2018,WMT,-0.020342,0.000425
55976,10/31/2018,WMT,0.067831,-0.074045
55976,11/30/2018,WMT,-0.026227,0.018512
55976,12/31/2018,WMT,-0.040758,-0.08989
55976,1/31/2019,WMT,0.028771,0.088294
55976,2/28/2019,WMT,0.032975,0.032724
55976,3/29/2019,WMT,-0.009395,0.012962
55976,4/30/2019,WMT,0.054445,0.037893
55976,5/31/2019,WMT,-0.00846,-0.061679
55976,6/28/2019,WMT,0.089215,0.067279
55976,7/31/2019,WMT,-0.000996,0.011854
55976,8/30/2019,WMT,0.039953,-0.020339
55976,9/30/2019,WMT,0.038684,0.016033
55976,10/31/2019,WMT,-0.011965,0.019257
55976,11/29/2019,WMT,0.015606,0.034999
55976,12/31/2019,WMT,0.002351,0.028489
55976,1/31/2020,WMT,-0.036604,-0.001728
55976,2/28/2020,WMT,-0.059481,-0.077918
55976,3/31/2020,WMT,0.060178,-0.141733
55976,4/30/2020,WMT,0.069794,0.129674
55976,5/29/2020,WMT,0.025093,0.053739
55976,6/30/2020,WMT,-0.034499,0.025299
55976,7/31/2020,WMT,0.080314,0.055531
55976,8/31/2020,WMT,0.077203,0.068442
55976,9/30/2020,WMT,0.007634,-0.035056
55976,10/30/2020,WMT,-0.008291,-0.020178
55976,11/30/2020,WMT,0.101189,0.123707
55976,12/31/2020,WMT,-0.053014,0.045048
55976,1/29/2021,WMT,-0.02539,-0.000631
55976,2/26/2021,WMT,-0.075237,0.029196
55976,3/31/2021,WMT,0.049723,0.030573
55976,4/30/2021,WMT,0.030038,0.04819
55976,5/28/2021,WMT,0.019084,0.007092
55976,6/30/2021,WMT,-0.007111,0.023422
55976,7/30/2021,WMT,0.01085,0.011828
55976,8/31/2021,WMT,0.042792,0.027146
55976,9/30/2021,WMT,-0.058879,-0.042243
55976,10/29/2021,WMT,0.072033,0.064651
55976,11/30/2021,WMT,-0.058827,-0.01835
55976,12/31/2021,WMT,0.032781,0.033341
55976,1/31/2022,WMT,-0.033727,-0.059822
55976,2/28/2022,WMT,-0.033259,-0.021838
55976,3/31/2022,WMT,0.105948,0.030506
55976,4/29/2022,WMT,0.02733,-0.089387
55976,5/31/2022,WMT,-0.155566,-0.002108
55976,6/30/2022,WMT,-0.054808,-0.084
55976,7/29/2022,WMT,0.086116,0.090352
55976,8/31/2022,WMT,0.008027,-0.03624
55976,9/30/2022,WMT,-0.021501,-0.091324
55976,10/31/2022,WMT,0.097379,0.077403
55976,11/30/2022,WMT,0.070892,0.052365
55976,12/30/2022,WMT,-0.066067,-0.057116
59408,1/31/2018,BAC,0.084011,0.050638
59408,2/28/2018,BAC,0.003125,-0.039481
59408,3/29/2018,BAC,-0.061994,-0.018445
59408,4/30/2018,BAC,-0.002334,0.004692
59408,5/31/2018,BAC,-0.025401,0.026164
59408,6/29/2018,BAC,-0.02927,0.005365
59408,7/31/2018,BAC,0.095424,0.031604
59408,8/31/2018,BAC,0.001619,0.030233
59408,9/28/2018,BAC,-0.042677,0.000425
59408,10/31/2018,BAC,-0.066531,-0.074045
59408,11/30/2018,BAC,0.032727,0.018512
59408,12/31/2018,BAC,-0.127113,-0.08989
59408,1/31/2019,BAC,0.155438,0.088294
59408,2/28/2019,BAC,0.026695,0.032724
59408,3/29/2019,BAC,-0.051238,0.012962
59408,4/30/2019,BAC,0.108373,0.037893
59408,5/31/2019,BAC,-0.13015,-0.061679
59408,6/28/2019,BAC,0.095865,0.067279
59408,7/31/2019,BAC,0.057931,0.011854
59408,8/30/2019,BAC,-0.103325,-0.020339
59408,9/30/2019,BAC,0.066885,0.016033
59408,10/31/2019,BAC,0.071992,0.019257
59408,11/29/2019,BAC,0.065558,0.034999
59408,12/31/2019,BAC,0.062425,0.028489
59408,1/31/2020,BAC,-0.067859,-0.001728
59408,2/28/2020,BAC,-0.131892,-0.077918
59408,3/31/2020,BAC,-0.248772,-0.141733
59408,4/30/2020,BAC,0.132831,0.129674
59408,5/29/2020,BAC,0.002911,0.053739
59408,6/30/2020,BAC,-0.007877,0.025299
59408,7/31/2020,BAC,0.047579,0.055531
59408,8/31/2020,BAC,0.034566,0.068442
59408,9/30/2020,BAC,-0.05711,-0.035056
59408,10/30/2020,BAC,-0.016189,-0.020178
59408,11/30/2020,BAC,0.188186,0.123707
59408,12/31/2020,BAC,0.082741,0.045048
59408,1/29/2021,BAC,-0.021775,-0.000631
59408,2/26/2021,BAC,0.170658,0.029196
59408,3/31/2021,BAC,0.11985,0.030573
59408,4/30/2021,BAC,0.047558,0.04819
59408,5/28/2021,BAC,0.045892,0.007092
59408,6/30/2021,BAC,-0.023119,0.023422
59408,7/30/2021,BAC,-0.069609,0.011828
59408,8/31/2021,BAC,0.088373,0.027146
59408,9/30/2021,BAC,0.021796,-0.042243
59408,10/29/2021,BAC,0.125559,0.064651
59408,11/30/2021,BAC,-0.069276,-0.01835
59408,12/31/2021,BAC,0.005172,0.033341
59408,1/31/2022,BAC,0.037087,-0.059822
59408,2/28/2022,BAC,-0.042046,-0.021838
59408,3/31/2022,BAC,-0.06267,0.030506
59408,4/29/2022,BAC,-0.134401,-0.089387
59408,5/31/2022,BAC,0.042601,-0.002108
59408,6/30/2022,BAC,-0.157527,-0.084
59408,7/29/2022,BAC,0.086091,0.090352
59408,8/31/2022,BAC,-0.005915,-0.03624
59408,9/30/2022,BAC,-0.094912,-0.091324
59408,10/31/2022,BAC,0.193377,0.077403
59408,11/30/2022,BAC,0.050222,0.052365
59408,12/30/2022,BAC,-0.119155,-0.057116
60442,1/31/2018,PNC,0.100354,0.050638
60442,2/28/2018,PNC,-0.002278,-0.039481
60442,3/29/2018,PNC,-0.040721,-0.018445
60442,4/30/2018,PNC,-0.032267,0.004692
60442,5/31/2018,PNC,-0.015109,0.026164
60442,6/29/2018,PNC,-0.057946,0.005365
60442,7/31/2018,PNC,0.079053,0.031604
60442,8/31/2018,PNC,-0.008907,0.030233
60442,9/28/2018,PNC,-0.051205,0.000425
60442,10/31/2018,PNC,-0.049563,-0.074045
60442,11/30/2018,PNC,0.056736,0.018512
60442,12/31/2018,PNC,-0.138975,-0.08989
60442,1/31/2019,PNC,0.057395,0.088294
60442,2/28/2019,PNC,0.027309,0.032724
60442,3/29/2019,PNC,-0.026662,0.012962
60442,4/30/2019,PNC,0.124083,0.037893
60442,5/31/2019,PNC,-0.07062,-0.061679
60442,6/28/2019,PNC,0.078736,0.067279
60442,7/31/2019,PNC,0.049315,0.011854
60442,8/30/2019,PNC,-0.097761,-0.020339
60442,9/30/2019,PNC,0.087102,0.016033
60442,10/31/2019,PNC,0.054866,0.019257
60442,11/29/2019,PNC,0.044376,0.034999
60442,12/31/2019,PNC,0.041903,0.028489
60442,1/31/2020,PNC,-0.062206,-0.001728
60442,2/28/2020,PNC,-0.149108,-0.077918
60442,3/31/2020,PNC,-0.242722,-0.141733
60442,4/30/2020,PNC,0.12641,0.129674
60442,5/29/2020,PNC,0.069092,0.053739
60442,6/30/2020,PNC,-0.077429,0.025299
60442,7/31/2020,PNC,0.024808,0.055531
60442,8/31/2020,PNC,0.042467,0.068442
60442,9/30/2020,PNC,-0.011601,-0.035056
60442,10/30/2020,PNC,0.028387,-0.020178
60442,11/30/2020,PNC,0.23409,0.123707
60442,12/31/2020,PNC,0.079163,0.045048
60442,1/29/2021,PNC,-0.02906,-0.000631
60442,2/26/2021,PNC,0.173077,0.029196
60442,3/31/2021,PNC,0.041875,0.030573
60442,4/30/2021,PNC,0.072345,0.04819
60442,5/28/2021,PNC,0.041348,0.007092
60442,6/30/2021,PNC,-0.020136,0.023422
60442,7/30/2021,PNC,-0.037219,0.011828
60442,8/31/2021,PNC,0.04764,0.027146
60442,9/30/2021,PNC,0.023757,-0.042243
60442,10/29/2021,PNC,0.085054,0.064651
60442,11/30/2021,PNC,-0.066483,-0.01835
60442,12/31/2021,PNC,0.017868,0.033341
60442,1/31/2022,PNC,0.033513,-0.059822
60442,2/28/2022,PNC,-0.03272,-0.021838
60442,3/31/2022,PNC,-0.074279,0.030506
60442,4/29/2022,PNC,-0.091353,-0.089387
60442,5/31/2022,PNC,0.056051,-0.002108
60442,6/30/2022,PNC,-0.100564,-0.084
60442,7/29/2022,PNC,0.061292,0.090352
60442,8/31/2022,PNC,-0.047849,-0.03624
60442,9/30/2022,PNC,-0.054304,-0.091324
60442,10/31/2022,PNC,0.093093,0.077403
60442,11/30/2022,PNC,0.039733,0.052365
60442,12/30/2022,PNC,-0.061334,-0.057116
61241,1/31/2018,AMD,0.336576,0.050638
61241,2/28/2018,AMD,-0.118632,-0.039481
61241,3/29/2018,AMD,-0.170107,-0.018445
61241,4/30/2018,AMD,0.082587,0.004692
61241,5/31/2018,AMD,0.261948,0.026164
61241,6/29/2018,AMD,0.09177,0.005365
61241,7/31/2018,AMD,0.222815,0.031604
61241,8/31/2018,AMD,0.373159,0.030233
61241,9/28/2018,AMD,0.227255,0.000425
61241,10/31/2018,AMD,-0.410489,-0.074045
61241,11/30/2018,AMD,0.169687,0.018512
61241,12/31/2018,AMD,-0.133333,-0.08989
61241,1/31/2019,AMD,0.322319,0.088294
61241,2/28/2019,AMD,-0.036051,0.032724
61241,3/29/2019,AMD,0.084573,0.012962
61241,4/30/2019,AMD,0.08268,0.037893
61241,5/31/2019,AMD,-0.007962,-0.061679
61241,6/28/2019,AMD,0.10799,0.067279
61241,7/31/2019,AMD,0.002634,0.011854
61241,8/30/2019,AMD,0.032841,-0.020339
61241,9/30/2019,AMD,-0.078219,0.016033
61241,10/31/2019,AMD,0.170404,0.019257
61241,11/29/2019,AMD,0.153846,0.034999
61241,12/31/2019,AMD,0.171392,0.028489
61241,1/31/2020,AMD,0.024858,-0.001728
61241,2/28/2020,AMD,-0.03234,-0.077918
61241,3/31/2020,AMD,0,-0.141733
61241,4/30/2020,AMD,0.151935,0.129674
61241,5/29/2020,AMD,0.026914,0.053739
61241,6/30/2020,AMD,-0.022119,0.025299
61241,7/31/2020,AMD,0.471773,0.055531
61241,8/31/2020,AMD,0.17293,0.068442
61241,9/30/2020,AMD,-0.097225,-0.035056
61241,10/30/2020,AMD,-0.081717,-0.020178
61241,11/30/2020,AMD,0.230708,0.123707
61241,12/31/2020,AMD,-0.010253,0.045048
61241,1/29/2021,AMD,-0.066187,-0.000631
61241,2/26/2021,AMD,-0.013195,0.029196
61241,3/31/2021,AMD,-0.071116,0.030573
61241,4/30/2021,AMD,0.039745,0.04819
61241,5/28/2021,AMD,-0.018868,0.007092
61241,6/30/2021,AMD,0.172952,0.023422
61241,7/30/2021,AMD,0.130523,0.011828
61241,8/31/2021,AMD,0.042659,0.027146
61241,9/30/2021,AMD,-0.070629,-0.042243
61241,10/29/2021,AMD,0.168416,0.064651
61241,11/30/2021,AMD,0.317225,-0.01835
61241,12/31/2021,AMD,-0.091368,0.033341
61241,1/31/2022,AMD,-0.206046,-0.059822
61241,2/28/2022,AMD,0.079562,-0.021838
61241,3/31/2022,AMD,-0.113507,0.030506
61241,4/29/2022,AMD,-0.217853,-0.089387
61241,5/31/2022,AMD,0.191066,-0.002108
61241,6/30/2022,AMD,-0.249264,-0.084
61241,7/29/2022,AMD,0.235386,0.090352
61241,8/31/2022,AMD,-0.10162,-0.03624
61241,9/30/2022,AMD,-0.253446,-0.091324
61241,10/31/2022,AMD,-0.052083,0.077403
61241,11/30/2022,AMD,0.292541,0.052365
61241,12/30/2022,AMD,-0.165658,-0.057116
64390,1/31/2018,PGR,-0.039418,0.050638
64390,2/28/2018,PGR,0.085115,-0.039481
64390,3/29/2018,PGR,0.05818,-0.018445
64390,4/30/2018,PGR,-0.010504,0.004692
64390,5/31/2018,PGR,0.029856,0.026164
64390,6/29/2018,PGR,-0.047351,0.005365
64390,7/31/2018,PGR,0.014539,0.031604
64390,8/31/2018,PGR,0.125312,0.030233
64390,9/28/2018,PGR,0.051977,0.000425
64390,10/31/2018,PGR,-0.018863,-0.074045
64390,11/30/2018,PGR,-0.048924,0.018512
64390,12/31/2018,PGR,-0.089908,-0.08989
64390,1/31/2019,PGR,0.115365,0.088294
64390,2/28/2019,PGR,0.120731,0.032724
64390,3/29/2019,PGR,-0.011111,0.012962
64390,4/30/2019,PGR,0.085449,0.037893
64390,5/31/2019,PGR,0.014459,-0.061679
64390,6/28/2019,PGR,0.008199,0.067279
64390,7/31/2019,PGR,0.014388,0.011854
64390,8/30/2019,PGR,-0.063966,-0.020339
64390,9/30/2019,PGR,0.019129,0.016033
64390,10/31/2019,PGR,-0.09644,0.019257
64390,11/29/2019,PGR,0.048063,0.034999
64390,12/31/2019,PGR,-0.009035,0.028489
64390,1/31/2020,PGR,0.14712,-0.001728
64390,2/28/2020,PGR,-0.09332,-0.077918
64390,3/31/2020,PGR,0.009295,-0.141733
64390,4/30/2020,PGR,0.048212,0.129674
64390,5/29/2020,PGR,0.004916,0.053739
64390,6/30/2020,PGR,0.031282,0.025299
64390,7/31/2020,PGR,0.128948,0.055531
64390,8/31/2020,PGR,0.052026,0.068442
64390,9/30/2020,PGR,-0.003893,-0.035056
64390,10/30/2020,PGR,-0.028203,-0.020178
64390,11/30/2020,PGR,-0.052122,0.123707
64390,12/31/2020,PGR,0.135116,0.045048
64390,1/29/2021,PGR,-0.071703,-0.000631
64390,2/26/2021,PGR,-0.014222,0.029196
64390,3/31/2021,PGR,0.112391,0.030573
64390,4/30/2021,PGR,0.054701,0.04819
64390,5/28/2021,PGR,-0.016478,0.007092
64390,6/30/2021,PGR,-0.008781,0.023422
64390,7/30/2021,PGR,-0.030038,0.011828
64390,8/31/2021,PGR,0.0124,0.027146
64390,9/30/2021,PGR,-0.06176,-0.042243
64390,10/29/2021,PGR,0.05078,0.064651
64390,11/30/2021,PGR,-0.020447,-0.01835
64390,12/31/2021,PGR,0.120615,0.033341
64390,1/31/2022,PGR,0.059523,-0.059822
64390,2/28/2022,PGR,-0.025124,-0.021838
64390,3/31/2022,PGR,0.076088,0.030506
64390,4/29/2022,PGR,-0.057286,-0.089387
64390,5/31/2022,PGR,0.11196,-0.002108
64390,6/30/2022,PGR,-0.026051,-0.084
64390,7/29/2022,PGR,-0.009547,0.090352
64390,8/31/2022,PGR,0.065966,-0.03624
64390,9/30/2022,PGR,-0.052507,-0.091324
64390,10/31/2022,PGR,0.105757,0.077403
64390,11/30/2022,PGR,0.029206,0.052365
64390,12/30/2022,PGR,-0.018464,-0.057116
66093,1/31/2018,T,-0.02392,0.050638
66093,2/28/2018,T,-0.030708,-0.039481
66093,3/29/2018,T,-0.017906,-0.018445
66093,4/30/2018,T,-0.068724,0.004692
66093,5/31/2018,T,-0.011621,0.026164
66093,6/29/2018,T,-0.006497,0.005365
66093,7/31/2018,T,0.011211,0.031604
66093,8/31/2018,T,-0.000938,0.030233
66093,9/28/2018,T,0.051346,0.000425
66093,10/31/2018,T,-0.071471,-0.074045
